zip_code_prefix,latitude,longitude,city,state
1023,-23.5426030,-46.6309428,sao paulo,SP
1028,-23.5360277,-46.6328785,sao paulo,SP
1155,-23.5287881,-46.6644042,sao paulo,SP
1122,-23.5312808,-46.6372604,são paulo,SP
1150,-23.5322553,-46.6627561,sao paulo,SP
1123,-23.5293072,-46.6349053,sao paulo,SP
1139,-23.5207604,-46.6613841,sao paulo,SP
1153,-23.5281187,-46.6564515,são paulo,SP
1104,-23.5352185,-46.6246122,sao paulo,SP
1136,-23.5235096,-46.6669442,são paulo,SP
1130,-23.5266382,-46.6438097,sao paulo,SP
1103,-23.5353886,-46.6317477,são paulo,SP
1156,-23.5298273,-46.6646661,são paulo,SP
1151,-23.5277882,-46.6603096,sao paulo,SP
1140,-23.5179302,-46.6674296,sao paulo,SP
1120,-23.5307605,-46.6392160,sao paulo,SP
1106,-23.5324964,-46.6264057,sao paulo,SP
1124,-23.5273674,-46.6318835,sao paulo,SP
1131,-23.5216418,-46.6474755,sao paulo,SP
1121,-23.5245885,-46.6343921,sao paulo,SP
1141,-23.5201192,-46.6658400,são paulo,SP
1125,-23.5290505,-46.6388943,sao paulo,SP
1102,-23.5226102,-46.6294239,são paulo,SP
1127,-23.5277350,-46.6448002,sao paulo,SP
1137,-23.5195727,-46.6542716,são paulo,SP
1135,-23.5212210,-46.6529629,sao paulo,SP
1138,-23.5188254,-46.6556236,sao paulo,SP
1128,-23.5229686,-46.6417493,sao paulo,SP
1109,-23.5253554,-46.6275422,sao paulo,SP
1132,-23.5192918,-46.6498009,sao paulo,SP
1108,-23.5237596,-46.6324155,sao paulo,SP
1107,-23.5220049,-46.6339737,sao paulo,SP
1154,-23.5315812,-46.6617468,sao paulo,SP
1152,-23.5291689,-46.6521485,sao paulo,SP
1134,-23.5186768,-46.6531159,são paulo,SP
1144,-23.5236235,-46.6720158,sao paulo,SP
1129,-23.5259237,-46.6421318,sao paulo,SP
1105,-23.5337442,-46.6306349,sao paulo,SP
1126,-23.5291507,-46.6404234,sao paulo,SP
1142,-23.5199343,-46.6251300,sao paulo,SP
1133,-23.5225911,-46.6510490,sao paulo,SP
1101,-23.5337186,-46.6332784,sao paulo,SP
1189,-23.5321083,-46.6383947,sao paulo,SP
1202,-23.5302439,-46.6509104,são paulo,SP
1230,-23.5327347,-46.6543244,sao paulo,SP
1221,-23.5460153,-46.6490020,sao paulo,SP
1217,-23.5338448,-46.6494066,sao paulo,SP
1243,-23.5494698,-46.6550983,sao paulo,SP
1203,-23.5371194,-46.6443874,sao paulo,SP
1214,-23.5356958,-46.6414131,sao paulo,SP
1257,-23.5450722,-46.6843806,sao paulo,SP
1231,-23.5367082,-46.6596418,sao paulo,SP
1216,-23.5359729,-46.6514070,sao paulo,SP
1226,-23.5344786,-46.6550276,são paulo,SP
1220,-23.5427580,-46.6454740,sao paulo,SP
1223,-23.5437725,-46.6482730,sao paulo,SP
1213,-23.5364003,-46.6400376,sao paulo,SP
1227,-23.5372901,-46.6544309,sao paulo,SP
1240,-23.5437869,-46.6586121,sao paulo,SP
1258,-23.5449931,-46.6855972,sao paulo,SP
1222,-23.5471596,-46.6498946,são paulo,SP
1211,-23.5358222,-46.6516050,sao paulo,SP
1244,-23.5449934,-46.6596802,sao paulo,SP
1238,-23.5419527,-46.6593176,sao paulo,SP
1204,-23.5368012,-46.6444163,sao paulo,SP
1234,-23.5370555,-46.6636172,sao paulo,SP
1228,-23.5483928,-46.6590183,sao paulo,SP
1224,-23.5417185,-46.6488307,sao paulo,SP
1229,-23.5410873,-46.6573392,sao paulo,SP
1232,-23.5367674,-46.6550731,sao paulo,SP
1218,-23.5315447,-46.6506687,são paulo,SP
1215,-23.5379823,-46.6492762,são paulo,SP
1239,-23.5487817,-46.6574598,sao paulo,SP
1205,-23.5317605,-46.6459257,são paulo,SP
1201,-23.5343573,-46.6493563,sao paulo,SP
1259,-23.5433565,-46.6839464,sao paulo,SP
1210,-23.5408610,-46.6438553,são paulo,SP
1249,-23.5475659,-46.6697704,sao paulo,SP
1212,-23.5375113,-46.6370573,são paulo,SP
1248,-23.5473075,-46.6678916,sao paulo,SP
1233,-23.5402995,-46.6627836,sao paulo,SP
1219,-23.5402236,-46.6452771,sao paulo,SP
1235,-23.5364597,-46.6642468,sao paulo,SP
1209,-23.5394468,-46.6393783,sao paulo,SP
1236,-23.5416922,-46.6674726,sao paulo,SP
1206,-23.5355358,-46.6430520,sao paulo,SP
1207,-23.5368406,-46.6403930,sao paulo,SP
1251,-23.5470083,-46.6739927,são paulo,SP
1242,-23.5475266,-46.6558033,sao paulo,SP
1241,-23.5456766,-46.6569935,são paulo,SP
1208,-23.5408225,-46.6397147,sao paulo,SP
1254,-23.5419679,-46.6819142,são paulo,SP
1255,-23.5457825,-46.6811983,sao paulo,SP
1245,-23.5492968,-46.6635945,são paulo,SP
1225,-23.5406471,-46.6482518,sao paulo,SP
1252,-23.5417321,-46.6771084,sao paulo,SP
1237,-23.5443177,-46.6698228,sao paulo,SP
1200,-23.5315678,-46.6498691,sao paulo,SP
1250,-23.5481063,-46.6725508,sao paulo,SP
1247,-23.5513417,-46.6693770,são paulo,SP
1246,-23.5525907,-46.6664049,sao paulo,SP
1262,-23.5508564,-46.6773518,sao paulo,SP
1253,-23.5432080,-46.6802447,sao paulo,SP
1290,-23.5409613,-46.6577487,são paulo,SP
1256,-23.5485675,-46.6832930,são paulo,SP
1303,-23.5500113,-46.6481824,sao paulo,SP
1309,-23.5573237,-46.6569289,são paulo,SP
1310,-23.5569269,-46.6615418,sao paulo,SP
1323,-23.5636009,-46.6409689,sao paulo,SP
1321,-23.5589610,-46.6408919,sao paulo,SP
1333,-23.5635699,-46.6518422,sao paulo,SP
1314,-23.5502712,-46.6415304,sao paulo,SP
1331,-23.5623275,-46.6503277,sao paulo,SP
1307,-23.5493607,-46.6541244,sao paulo,SP
1318,-23.5650381,-46.6473163,sao paulo,SP
1322,-23.5641899,-46.6435696,sao paulo,SP
1308,-23.5551825,-46.6522623,sao paulo,SP
1306,-23.5543338,-46.6496736,sao paulo,SP
1301,-23.5508128,-46.6552580,sao paulo,SP
1302,-23.5476510,-46.6435775,sao paulo,SP
1312,-23.5536460,-46.6482779,sao paulo,SP
1319,-23.5515626,-46.6402130,são paulo,SP
1316,-23.5529816,-46.6397739,sao paulo,SP
1317,-23.5628109,-46.6453805,sao paulo,SP
1313,-23.5565133,-46.6502532,sao paulo,SP
1324,-23.5513595,-46.6433908,sao paulo,SP
1327,-23.5652193,-46.6451517,sao paulo,SP
1304,-23.5521794,-46.6529920,sao paulo,SP
1332,-23.5598746,-46.6531272,sao paulo,SP
1326,-23.5589083,-46.6451721,sao paulo,SP
1315,-23.5525930,-46.6406834,sao paulo,SP
1325,-23.5604042,-46.6440907,sao paulo,SP
1329,-23.5631457,-46.6466188,sao paulo,SP
1330,-23.5568176,-46.6498608,sao paulo,SP
1311,-23.5605664,-46.6576104,sao paulo,SP
1305,-23.5560830,-46.6580227,sao paulo,SP
1320,-23.5573379,-46.6387775,sao paulo,SP
1328,-23.5554294,-46.6453378,sao paulo,SP
1402,-23.5840669,-46.6699807,sao paulo,SP
1421,-23.5623315,-46.6612043,são paulo,SP
1403,-23.5703474,-46.6531510,são paulo,SP
1409,-23.5613664,-46.6575939,sao paulo,SP
1411,-23.5685469,-46.6648331,sao paulo,SP
1452,-23.5688315,-46.6919944,sao paulo,SP
1423,-23.5689182,-46.6569951,sao paulo,SP
1417,-23.4885096,-46.7146063,sao paulo,SP
1408,-23.5694387,-46.6634213,sao paulo,SP
1455,-23.5806907,-46.6875189,sao paulo,SP
1401,-23.5697476,-46.6510036,sao paulo,SP
1410,-23.5585957,-46.6565708,sao paulo,SP
1453,-23.5834357,-46.6864627,sao paulo,SP
1415,-23.5518400,-46.6545531,sao paulo,SP
1416,-23.5595104,-46.6670639,sao paulo,SP
1445,-23.5683464,-46.6891054,sao paulo,SP
1424,-23.5681624,-46.6611789,sao paulo,SP
1422,-23.5597844,-46.6660793,sao paulo,SP
1419,-23.5577680,-46.6626733,sao paulo,SP
1414,-23.5636228,-46.6676038,são paulo,SP
1420,-23.5685181,-46.6519153,sao paulo,SP
1451,-23.5834891,-46.6850806,sao paulo,SP
1446,-23.5756928,-46.6765698,sao paulo,SP
1406,-23.5658201,-46.6580107,são paulo,SP
1454,-23.5821489,-46.6863806,sao paulo,SP
1426,-23.5625971,-46.6696881,sao paulo,SP
1413,-23.5586318,-46.6607014,são paulo,SP
1433,-23.5818849,-46.6684868,são paulo,SP
1427,-23.5735151,-46.6611229,são paulo,SP
1405,-23.5669641,-46.6569827,sao paulo,SP
1435,-23.5796819,-46.6696318,sao paulo,SP
1449,-23.5762922,-46.6814231,sao paulo,SP
1425,-23.5723304,-46.6608233,sao paulo,SP
1430,-23.8816294,-46.6438188,sao paulo,SP
1404,-23.5699433,-46.6570937,sao paulo,SP
1442,-23.5637023,-46.6752909,sao paulo,SP
1407,-23.5784801,-46.6751675,sao paulo,SP
1418,-23.5631217,-46.6565667,sao paulo,SP
1472,-23.5705437,-46.6912967,sao paulo,SP
1443,-23.5675087,-46.6847181,sao paulo,SP
1428,-23.5764615,-46.6593315,sao paulo,SP
1434,-23.5779170,-46.6694526,sao paulo,SP
1457,-23.5788355,-46.6909282,sao paulo,SP
1412,-23.5644233,-46.6668409,são paulo,SP
1448,-23.5774167,-46.6781748,sao paulo,SP
1456,-23.5785042,-46.6901183,sao paulo,SP
1432,-23.5744207,-46.6642220,sao paulo,SP
1441,-23.5756567,-46.6895188,são paulo,SP
1489,-23.5766500,-46.6874000,sao paulo,SP
1429,-23.5752411,-46.6630740,são paulo,SP
1450,-23.5749255,-46.6850520,sao paulo,SP
1440,-23.5644853,-46.6744186,sao paulo,SP
1438,-23.5703256,-46.6729926,sao paulo,SP
1444,-23.6056757,-46.7454447,sao paulo,SP
1436,-23.5726508,-46.6677170,sao paulo,SP
1447,-23.5725177,-46.6807108,sao paulo,SP
1439,-23.5662833,-46.6734037,sao paulo,SP
1431,-23.5781666,-46.6628828,sao paulo,SP
1437,-23.5709547,-46.6696964,sao paulo,SP
1526,-23.5669021,-46.6300592,sao paulo,SP
1509,-23.5675905,-46.6354515,sao paulo,SP
1504,-23.5637586,-46.6389921,sao paulo,SP
1536,-23.5625396,-46.6223440,sao paulo,SP
1535,-23.5696180,-46.6249008,sao paulo,SP
1511,-23.5556823,-46.6330999,sao paulo,SP
1534,-23.5628474,-46.6239113,sao paulo,SP
1514,-23.5530644,-46.6276863,sao paulo,SP
1529,-23.5693532,-46.6369001,sao paulo,SP
1539,-23.5737826,-46.6205807,sao paulo,SP
1532,-23.5720608,-46.6361368,sao paulo,SP
1542,-23.5708111,-46.6211456,sao paulo,SP
1548,-23.5783466,-46.6147109,sao paulo,SP
1543,-23.5757558,-46.6200963,sao paulo,SP
1544,-23.5769225,-46.6229119,sao paulo,SP
1546,-23.5762530,-46.6223597,são paulo,SP
1523,-23.5636638,-46.6192909,sao paulo,SP
1506,-23.5618027,-46.6347918,são paulo,SP
1518,-23.5589304,-46.6229237,sao paulo,SP
1510,-23.5561987,-46.6334475,sao paulo,SP
1537,-23.5690228,-46.6219907,sao paulo,SP
1531,-23.5701242,-46.6326552,sao paulo,SP
1549,-23.5773213,-46.6170848,sao paulo,SP
1533,-23.5721985,-46.6391311,sao paulo,SP
1525,-23.5670089,-46.6375287,sao paulo,SP
1520,-23.5592387,-46.6183189,sao paulo,SP
1550,-23.5720362,-46.6152123,sao paulo,SP
1503,-23.5554882,-46.6355992,são paulo,SP
1541,-23.5687223,-46.6188009,sao paulo,SP
1545,-23.5813731,-46.6178758,sao paulo,SP
1522,-23.5591647,-46.6154669,sao paulo,SP
1508,-23.5601461,-46.6333461,sao paulo,SP
1519,-23.5600753,-46.6218299,sao paulo,SP
1547,-23.5820236,-46.6232225,sao paulo,SP
1538,-23.5732050,-46.6229003,são paulo,SP
1501,-23.5519315,-46.6356909,são paulo,SP
1521,-23.5601238,-46.6208082,sao paulo,SP
1530,-23.5861454,-46.7279603,sao paulo,SP
1505,-23.5553965,-46.6328610,são paulo,SP
1502,-23.5549832,-46.6356991,sao paulo,SP
1551,-23.5766494,-46.6121623,sao paulo,SP
1540,-23.5646142,-46.6204983,sao paulo,SP
1528,-23.5632686,-46.6256781,sao paulo,SP
1513,-23.5568956,-46.6310037,sao paulo,SP
1527,-23.5631446,-46.6265801,sao paulo,SP
1524,-23.5670455,-46.6161120,sao paulo,SP
1507,-23.5581975,-46.6316491,são paulo,SP
1512,-23.5536449,-46.6326189,sao paulo,SP
1552,-23.5738359,-46.6110134,sao paulo,SP
1553,-23.5743031,-46.6096825,sao paulo,SP
1516,-23.5594847,-46.6144621,sao paulo,SP
1517,-23.5602479,-46.6248315,sao paulo,SP
2019,-23.4982620,-46.6285505,sao paulo,SP
2069,-23.5068876,-46.6143409,sao paulo,SP
2067,-23.5058956,-46.6063900,sao paulo,SP
2020,-23.4990839,-46.6322665,sao paulo,SP
2075,-23.5020285,-46.6003497,sao paulo,SP
2012,-23.5083612,-46.6275242,sao paulo,SP
2076,-23.5069218,-46.5989496,sao paulo,SP
2035,-23.5003950,-46.6223325,são paulo,SP
2034,-23.5041227,-46.6246075,sao paulo,SP
2022,-23.5062379,-46.6404324,são paulo,SP
2021,-23.4994400,-46.6338035,sao paulo,SP
2080,-23.4978177,-46.6065742,sao paulo,SP
2066,-23.5087591,-46.6029730,sao paulo,SP
2085,-23.4974437,-46.6126091,sao paulo,SP
2030,-23.5047696,-46.6247030,sao paulo,SP
2064,-23.5198076,-46.5960457,sao paulo,SP
2029,-23.5109366,-46.6200893,sao paulo,SP
2060,-23.5188613,-46.6038228,sao paulo,SP
2054,-23.5163626,-46.6056925,sao paulo,SP
2072,-23.5008105,-46.6042720,sao paulo,SP
2017,-23.5013813,-46.6392065,são paulo,SP
2018,-23.4935110,-46.6310671,sao paulo,SP
2043,-23.4902230,-46.6173256,sao paulo,SP
2074,-23.5090758,-46.5934638,sao paulo,SP
2038,-23.4985705,-46.6233535,sao paulo,SP
2016,-23.5009776,-46.6271233,sao paulo,SP
2040,-23.4890230,-46.6218669,sao paulo,SP
2056,-23.5106406,-46.6040934,são paulo,SP
2051,-23.5122677,-46.6087480,sao paulo,SP
2041,-23.4901023,-46.6197300,sao paulo,SP
2039,-23.4923107,-46.6205286,sao paulo,SP
2073,-23.5012303,-46.6075104,sao paulo,SP
2082,-23.4946707,-46.6096531,sao paulo,SP
2033,-23.5021538,-46.6168810,sao paulo,SP
2013,-23.5030857,-46.6338229,sao paulo,SP
2079,-23.5003668,-46.6026406,sao paulo,SP
2037,-23.4999865,-46.6187304,sao paulo,SP
2083,-23.4955209,-46.5992743,sao paulo,SP
2068,-23.5032081,-46.6130245,sao paulo,SP
2071,-23.5031375,-46.6096845,sao paulo,SP
2047,-23.5183639,-46.6142087,sao paulo,SP
2078,-23.5024606,-46.5937459,sao paulo,SP
2044,-23.4956808,-46.6189467,sao paulo,SP
2084,-23.4956750,-46.5994776,sao paulo,SP
2055,-23.5129529,-46.6083025,sao paulo,SP
2042,-23.4880224,-46.6190015,sao paulo,SP
2045,-23.4944060,-46.6173206,sao paulo,SP
2036,-23.5021075,-46.6219613,sao paulo,SP
2046,-23.4877478,-46.6115288,sao paulo,SP
2010,-23.5149296,-46.6264058,são paulo,SP
2081,-23.4966472,-46.6050362,sao paulo,SP
2050,-23.5165435,-46.6105632,são paulo,SP
2052,-23.5094669,-46.6068675,sao paulo,SP
2031,-23.5150690,-46.6253165,sao paulo,SP
2028,-23.5075185,-46.6174707,sao paulo,SP
2065,-23.5017264,-46.6023978,sao paulo,SP
2077,-23.5010011,-46.5962633,sao paulo,SP
2011,-23.5019028,-46.6262292,sao paulo,SP
2049,-23.5149758,-46.6161126,são paulo,SP
2032,-23.5107769,-46.6239084,sao paulo,SP
2053,-23.5104274,-46.6011795,sao paulo,SP
2009,-23.5157991,-46.6411391,sao paulo,SP
2089,-23.5170945,-46.6166731,sao paulo,SP
2088,-23.5042403,-46.6207421,sao paulo,SP
2150,-23.4957502,-46.5685079,sao paulo,SP
2133,-23.5002915,-46.5856152,sao paulo,SP
2167,-23.5229039,-46.5818041,sao paulo,SP
2130,-23.5081009,-46.5828243,são paulo,SP
2188,-23.5075095,-46.5656571,sao paulo,SP
2152,-23.4981587,-46.5732117,são paulo,SP
2138,-23.4956516,-46.5758272,sao paulo,SP
2134,-23.4993181,-46.5781244,sao paulo,SP
2176,-23.5122678,-46.5737047,sao paulo,SP
2117,-23.5201946,-46.5935389,sao paulo,SP
2119,-23.5135939,-46.5929912,sao paulo,SP
2131,-23.5028107,-46.5817619,sao paulo,SP
2124,-23.5063648,-46.5806638,sao paulo,SP
2129,-23.5052157,-46.5894599,sao paulo,SP
2132,-23.4983315,-46.5804145,sao paulo,SP
2110,-23.5218884,-46.5937423,sao paulo,SP
2135,-23.4988080,-46.5736311,sao paulo,SP
2127,-23.5023805,-46.5827309,sao paulo,SP
2114,-23.5228533,-46.5917796,sao paulo,SP
2178,-23.5198384,-46.5702729,são paulo,SP
2177,-23.5111128,-46.5697622,sao paulo,SP
2120,-23.5104166,-46.5942177,são paulo,SP
2161,-23.4912622,-46.5707860,são paulo,SP
2112,-23.5126682,-46.5866553,são paulo,SP
2126,-23.5068581,-46.5916234,sao paulo,SP
2169,-23.5193272,-46.5758072,sao paulo,SP
2123,-23.5107737,-46.5780483,sao paulo,SP
2189,-23.5076215,-46.5661624,são paulo,SP
2128,-23.5039949,-46.5946382,sao paulo,SP
2179,-23.5195016,-46.5673105,sao paulo,SP
2136,-23.4982544,-46.5784727,são paulo,SP
2174,-23.5230626,-46.5718968,sao paulo,SP
2186,-23.5133548,-46.5687735,sao paulo,SP
2137,-23.5017692,-46.5718732,sao paulo,SP
2185,-23.5122836,-46.5678230,sao paulo,SP
2181,-23.5209329,-46.5627098,são paulo,SP
2180,-23.5199732,-46.5659400,sao paulo,SP
2111,-23.5157892,-46.5919764,sao paulo,SP
2187,-23.5151257,-46.5648995,sao paulo,SP
2121,-23.5118135,-46.5892153,sao paulo,SP
2190,-23.5099120,-46.5631869,sao paulo,SP
2139,-23.4941349,-46.5734397,são paulo,SP
2143,-23.5079923,-46.5752171,sao paulo,SP
2122,-23.5131722,-46.5826396,sao paulo,SP
2115,-23.5264995,-46.5918859,sao paulo,SP
2118,-23.5166117,-46.5947646,sao paulo,SP
2125,-23.5079571,-46.5884614,sao paulo,SP
2113,-23.5152880,-46.5873447,sao paulo,SP
2147,-23.4995567,-46.5652200,são paulo,SP
2141,-23.4891257,-46.5756310,são paulo,SP
2170,-23.5253800,-46.5760900,são paulo,SP
2166,-23.5250601,-46.5837382,sao paulo,SP
2175,-23.5167187,-46.5744573,sao paulo,SP
2168,-23.5201749,-46.5788318,são paulo,SP
2116,-23.5227001,-46.5875458,sao paulo,SP
2145,-23.5014955,-46.5652929,sao paulo,SP
2151,-23.4935377,-46.5664916,sao paulo,SP
2146,-23.5009570,-46.5708823,sao paulo,SP
2144,-23.5050752,-46.5708361,sao paulo,SP
2162,-23.4903065,-46.5619104,são paulo,SP
2142,-23.5098601,-46.5754853,sao paulo,SP
2251,-23.4798946,-46.5955113,sao paulo,SP
2256,-23.4760697,-46.5875754,são paulo,SP
2246,-23.4919135,-46.6020039,sao paulo,SP
2223,-23.4787210,-46.5810892,sao paulo,SP
2225,-23.4803395,-46.5758631,sao paulo,SP
2204,-23.4837406,-46.5898571,sao paulo,SP
2235,-23.4794387,-46.5790148,sao paulo,SP
2245,-23.4834775,-46.6059918,sao paulo,SP
2243,-23.4908384,-46.5983578,sao paulo,SP
2208,-23.4810157,-46.5854664,sao paulo,SP
2222,-23.4846303,-46.5778882,sao paulo,SP
2232,-23.4761901,-46.5610912,sao paulo,SP
2203,-23.4916923,-46.5902453,sao paulo,SP
2250,-23.4865495,-46.5946923,sao paulo,SP
2263,-23.4635328,-46.5771561,são paulo,SP
2238,-23.4701981,-46.5648411,sao paulo,SP
2261,-23.4673599,-46.5771599,sao paulo,SP
2267,-23.4764328,-46.5981782,sao paulo,SP
2270,-23.4727936,-46.5946474,sao paulo,SP
2227,-23.4832536,-46.5692587,sao paulo,SP
2273,-23.4588678,-46.5857463,sao paulo,SP
2244,-23.4904740,-46.6063917,sao paulo,SP
2229,-23.4792912,-46.5678762,sao paulo,SP
2215,-23.4910891,-46.5850819,sao paulo,SP
2259,-23.4716080,-46.5803894,são paulo,SP
2228,-23.4800559,-46.5698169,sao paulo,SP
2254,-23.4851180,-46.5961746,sao paulo,SP
2218,-23.4867353,-46.5840801,sao paulo,SP
2247,-23.4848906,-46.6021052,sao paulo,SP
2226,-23.4846324,-46.5719186,sao paulo,SP
2274,-23.4682440,-46.5850308,sao paulo,SP
2220,-23.4907459,-46.5779438,sao paulo,SP
2217,-23.4903359,-46.5802842,são paulo,SP
2265,-23.4765194,-46.5955497,são paulo,SP
2276,-23.4599024,-46.5844961,sao paulo,SP
2242,-23.4881330,-46.6076600,sao paulo,SP
2269,-23.4745930,-46.5961530,são paulo,SP
2221,-23.4819784,-46.5805875,sao paulo,SP
2279,-23.4604808,-46.5758522,sao paulo,SP
2249,-23.4910830,-46.5951884,sao paulo,SP
2237,-23.4650308,-46.5695883,sao paulo,SP
2206,-23.4870762,-46.5898727,são paulo,SP
2258,-23.4762354,-46.5821066,sao paulo,SP
2236,-23.4746325,-46.5689407,sao paulo,SP
2205,-23.4891017,-46.5885908,sao paulo,SP
2241,-23.4905188,-46.6074231,sao paulo,SP
2219,-23.4879357,-46.5808628,sao paulo,SP
2257,-23.4717242,-46.5851713,sao paulo,SP
2230,-23.4827483,-46.5649011,sao paulo,SP
2210,-23.4865395,-46.5792678,sao paulo,SP
2266,-23.4735177,-46.5941713,são paulo,SP
2211,-23.4970220,-46.5959030,sao paulo,SP
2280,-23.4542329,-46.5738331,sao paulo,SP
2278,-23.4635390,-46.5818207,sao paulo,SP
2264,-23.4630676,-46.5773347,são paulo,SP
2201,-23.4856492,-46.5921859,são paulo,SP
2253,-23.4795455,-46.5969226,sao paulo,SP
2281,-23.4491789,-46.5743509,sao paulo,SP
2248,-23.4822070,-46.6000034,sao paulo,SP
2255,-23.4759701,-46.5914592,sao paulo,SP
2277,-23.4627498,-46.5820018,sao paulo,SP
2272,-23.4698632,-46.5878531,sao paulo,SP
2271,-23.4689122,-46.5880727,sao paulo,SP
2282,-23.4456218,-46.5674706,sao paulo,SP
2224,-23.4813511,-46.5670482,sao paulo,SP
2275,-23.4650972,-46.5905030,sao paulo,SP
2233,-23.4753849,-46.5643396,sao paulo,SP
2209,-23.4850648,-46.5823613,sao paulo,SP
2212,-23.4945252,-46.5884101,sao paulo,SP
2288,-23.4328860,-46.5713235,sao paulo,SP
2260,-23.4693026,-46.5755049,sao paulo,SP
2234,-23.4762744,-46.5683510,são paulo,SP
2213,-23.4928733,-46.5845412,sao paulo,SP
2202,-23.4931261,-46.5943660,sao paulo,SP
2262,-23.4666861,-46.5758771,sao paulo,SP
2216,-23.4945340,-46.5778358,sao paulo,SP
2214,-23.4936369,-46.5857702,são paulo,SP
2268,-23.4688227,-46.5934177,sao paulo,SP
2207,-23.4858700,-46.5906616,sao paulo,SP
2239,-23.4839263,-46.6086700,sao paulo,SP
2252,-23.4793170,-46.5904340,sao paulo,SP
2240,-23.4801478,-46.6040955,sao paulo,SP
2231,-23.4778562,-46.5640765,são paulo,SP
2290,-23.5432948,-46.6307432,sao paulo,SP
2284,-23.4697032,-46.5686827,sao paulo,SP
2289,-23.4170674,-46.5836316,sao paulo,SP
2286,-23.4085868,-46.5796032,sao paulo,SP
2309,-23.4772621,-46.6043013,sao paulo,SP
2377,-23.4568137,-46.6325437,sao paulo,SP
2371,-23.4608619,-46.6199727,sao paulo,SP
2323,-23.5027600,-46.5736197,sao paulo,SP
2311,-23.4678410,-46.6006669,sao paulo,SP
2374,-23.4564656,-46.6205810,sao paulo,SP
2316,-23.4620108,-46.5946763,sao paulo,SP
2366,-23.4298295,-46.5929465,sao paulo,SP
2321,-23.4474941,-46.5885162,sao paulo,SP
2315,-23.4633621,-46.5964716,sao paulo,SP
2330,-23.4850632,-46.6157138,são paulo,SP
2319,-23.4501707,-46.5896775,são paulo,SP
2312,-23.4641352,-46.6023950,são paulo,SP
2341,-23.4569764,-46.6145274,são paulo,SP
2334,-23.4849637,-46.6193391,são paulo,SP
2347,-23.4606744,-46.6056091,sao paulo,SP
2365,-23.4247894,-46.5805463,sao paulo,SP
2375,-23.4539226,-46.6261358,sao paulo,SP
2372,-23.4590360,-46.6237041,são paulo,SP
2367,-23.4230872,-46.5872816,sao paulo,SP
2343,-23.4701458,-46.6063238,sao paulo,SP
2306,-23.4524494,-46.6014990,sao paulo,SP
2313,-23.4652066,-46.5984977,sao paulo,SP
2305,-23.4804119,-46.6065331,sao paulo,SP
2340,-23.4669003,-46.6161274,sao paulo,SP
2360,-23.4353461,-46.5780299,sao paulo,SP
2344,-23.4687835,-46.6112870,sao paulo,SP
2348,-23.4599127,-46.6125000,sao paulo,SP
2322,-23.4485421,-46.5979614,sao paulo,SP
2356,-23.4500879,-46.6110402,sao paulo,SP
2352,-23.4545060,-46.5943456,sao paulo,SP
